5.00E+00,1.00E+00,0.00E+00,1.00E+00,-18.84
4.00E+00,2.00E+00,1.00E+00,1.00E+00,-25.5
9.00E+00,0.00E+00,3.00E+00,1.00E+00,-14.48
1.00E+00,1.00E+00,5.00E+00,1.00E+00,-30.55
1.00E+00,2.00E+00,3.00E+00,1.00E+00,-15.78
7.00E+00,0.00E+00,2.00E+00,1.00E+00,-23.74
5.00E+00,0.00E+00,0.00E+00,1.00E+00,-22.6
3.00E+00,1.00E+00,0.00E+00,1.00E+00,-18.18
9.00E+00,0.00E+00,0.00E+00,1.00E+00,-23.54
9.00E+00,2.00E+00,1.00E+00,1.00E+00,-30.4
8.00E+00,0.00E+00,3.00E+00,1.00E+00,-15.46
2.00E+00,2.00E+00,0.00E+00,1.00E+00,-19.99
7.00E+00,0.00E+00,3.00E+00,1.00E+00,-16.37
3.00E+00,1.00E+00,2.00E+00,1.00E+00,-18.92
1.00E+00,0.00E+00,4.00E+00,1.00E+00,-26.55
8.00E+00,2.00E+00,2.00E+00,1.00E+00,-19.79
9.00E+00,0.00E+00,2.00E+00,1.00E+00,-24.39
2.00E+00,1.00E+00,3.00E+00,1.00E+00,-12.67
1.00E+00,0.00E+00,3.00E+00,1.00E+00,-15.2
1.00E+00,1.00E+00,2.00E+00,1.00E+00,-23.72
6.00E+00,2.00E+00,5.00E+00,1.00E+00,-30.93
2.00E+00,1.00E+00,1.00E+00,1.00E+00,-21.95
7.00E+00,2.00E+00,2.00E+00,1.00E+00,-20.51
6.00E+00,0.00E+00,2.00E+00,1.00E+00,-22.54
8.00E+00,1.00E+00,1.00E+00,1.00E+00,-22.84
1.00E+00,2.00E+00,4.00E+00,1.00E+00,-24.31
7.00E+00,0.00E+00,1.00E+00,1.00E+00,-25.49
7.00E+00,0.00E+00,0.00E+00,1.00E+00,-24.38
3.00E+00,1.00E+00,1.00E+00,1.00E+00,-21.45
4.00E+00,1.00E+00,1.00E+00,1.00E+00,-17.31
8.00E+00,1.00E+00,3.00E+00,1.00E+00,-14.64
1.00E+00,2.00E+00,1.00E+00,1.00E+00,-20.27
7.00E+00,1.00E+00,5.00E+00,1.00E+00,-31.09
6.00E+00,1.00E+00,1.00E+00,1.00E+00,-20.98
3.00E+00,0.00E+00,0.00E+00,1.00E+00,-22.78
5.00E+00,1.00E+00,4.00E+00,1.00E+00,-22.24
3.00E+00,1.00E+00,5.00E+00,1.00E+00,-30.4
2.00E+00,1.00E+00,0.00E+00,1.00E+00,-18.73
0.00E+00,2.00E+00,1.00E+00,1.00E+00,-21.33
6.00E+00,0.00E+00,0.00E+00,1.00E+00,-23.68
6.00E+00,1.00E+00,0.00E+00,1.00E+00,-20.31
3.00E+00,1.00E+00,4.00E+00,1.00E+00,-26.5
1.00E+00,0.00E+00,1.00E+00,1.00E+00,-23.19
9.00E+00,1.00E+00,4.00E+00,1.00E+00,-29.53
0.00E+00,2.00E+00,3.00E+00,1.00E+00,-14.42
7.00E+00,1.00E+00,2.00E+00,1.00E+00,-13.55
2.00E+00,0.00E+00,2.00E+00,1.00E+00,-22.08
5.00E+00,1.00E+00,1.00E+00,1.00E+00,-20.11
2.00E+00,2.00E+00,4.00E+00,1.00E+00,-30.69
4.00E+00,1.00E+00,0.00E+00,1.00E+00,-20.37
7.00E+00,2.00E+00,1.00E+00,1.00E+00,-27.27
1.00E+00,1.00E+00,1.00E+00,1.00E+00,-19.78
3.00E+00,0.00E+00,1.00E+00,1.00E+00,-20.13
8.00E+00,1.00E+00,0.00E+00,1.00E+00,-21.02
7.00E+00,1.00E+00,4.00E+00,1.00E+00,-21.99
4.00E+00,1.00E+00,3.00E+00,1.00E+00,-20.35
4.00E+00,1.00E+00,4.00E+00,1.00E+00,-25.23
8.00E+00,2.00E+00,0.00E+00,1.00E+00,-21.6
5.00E+00,1.00E+00,3.00E+00,1.00E+00,-13.66
0.00E+00,2.00E+00,2.00E+00,1.00E+00,-19.68
0.00E+00,2.00E+00,0.00E+00,1.00E+00,-20.72
6.00E+00,1.00E+00,2.00E+00,1.00E+00,-24.46
5.00E+00,0.00E+00,4.00E+00,1.00E+00,-31.28
9.00E+00,2.00E+00,3.00E+00,1.00E+00,-14.24
1.00E+00,1.00E+00,4.00E+00,1.00E+00,-26.79
4.00E+00,0.00E+00,4.00E+00,1.00E+00,-30.4
3.00E+00,2.00E+00,3.00E+00,1.00E+00,-16.98
3.00E+00,2.00E+00,4.00E+00,1.00E+00,-20.75
2.00E+00,2.00E+00,2.00E+00,1.00E+00,-22.14
3.00E+00,0.00E+00,3.00E+00,1.00E+00,-16.47
1.00E+00,1.00E+00,0.00E+00,1.00E+00,-19.84
5.00E+00,2.00E+00,0.00E+00,1.00E+00,-22.54
0.00E+00,1.00E+00,0.00E+00,1.00E+00,-17.07
6.00E+00,2.00E+00,4.00E+00,1.00E+00,-28.19
2.00E+00,0.00E+00,1.00E+00,1.00E+00,-25.52
2.00E+00,0.00E+00,0.00E+00,1.00E+00,-21.92
0.00E+00,1.00E+00,2.00E+00,1.00E+00,-16.11
6.00E+00,2.00E+00,1.00E+00,1.00E+00,-24.89
4.00E+00,2.00E+00,0.00E+00,1.00E+00,-19.24
3.00E+00,2.00E+00,2.00E+00,1.00E+00,-23.33
0.00E+00,1.00E+00,4.00E+00,1.00E+00,-29.91
0.00E+00,2.00E+00,5.00E+00,1.00E+00,-35.83
8.00E+00,2.00E+00,5.00E+00,1.00E+00,-37.75
3.00E+00,2.00E+00,5.00E+00,1.00E+00,-32.86
7.00E+00,0.00E+00,5.00E+00,1.00E+00,-32.09
8.00E+00,1.00E+00,5.00E+00,1.00E+00,-35.39
4.00E+00,1.00E+00,5.00E+00,1.00E+00,-34.1
8.00E+00,0.00E+00,4.00E+00,1.00E+00,-32.99
5.00E+00,1.00E+00,5.00E+00,1.00E+00,-32.08
9.00E+00,1.00E+00,5.00E+00,1.00E+00,-35.92
9.00E+00,0.00E+00,5.00E+00,1.00E+00,-37.88
2.00E+00,0.00E+00,4.00E+00,1.00E+00,-33.38
5.00E+00,2.00E+00,5.00E+00,1.00E+00,-38.54
5.00E+00,2.00E+00,4.00E+00,1.00E+00,-32.35
0.00E+00,0.00E+00,4.00E+00,1.00E+00,-32.84
8.00E+00,2.00E+00,4.00E+00,1.00E+00,-32.27
0.00E+00,1.00E+00,5.00E+00,1.00E+00,-34.36
1.00E+00,0.00E+00,5.00E+00,1.00E+00,-38.09
7.00E+00,2.00E+00,4.00E+00,1.00E+00,-33.03
4.00E+00,0.00E+00,5.00E+00,1.00E+00,-39.18
9.00E+00,2.00E+00,4.00E+00,1.00E+00,-34.94
8.00E+00,0.00E+00,5.00E+00,1.00E+00,-35.02
2.00E+00,0.00E+00,5.00E+00,1.00E+00,-35.85
0.00E+00,0.00E+00,5.00E+00,1.00E+00,-36.89
4.00E+00,2.00E+00,5.00E+00,1.00E+00,-35.24
5.00E+00,0.00E+00,5.00E+00,1.00E+00,-33.24
7.00E+00,2.00E+00,5.00E+00,1.00E+00,-39.25
6.00E+00,1.00E+00,5.00E+00,1.00E+00,-35.14
0.00E+00,2.00E+00,4.00E+00,1.00E+00,-34.87
6.00E+00,0.00E+00,5.00E+00,1.00E+00,-36.79
9.00E+00,2.00E+00,5.00E+00,1.00E+00,-41.77
3.00E+00,0.00E+00,5.00E+00,1.00E+00,-35.38
4.00E+00,2.00E+00,4.00E+00,1.00E+00,-34.75
1.00E+00,2.00E+00,5.00E+00,1.00E+00,-37.12
2.00E+00,2.00E+00,5.00E+00,1.00E+00,-42.66
